사건번호,용도,시도,시군구,소재지,감정가,최저가,결과,낙찰가,낙찰율,매각일,분기
광주 3계 2025-32224(1),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 101동 3,4층 301호","710,000,000","318,080,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32224(2),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 102동 3,4층 301호","710,000,000","318,080,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32224(3),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 103동 3,4층 303호","697,000,000","312,256,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32224(4),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 104동 1,2층 104호","682,000,000","305,536,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32224(5),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 104동 3,4층 303호","696,000,000","311,808,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32224(6),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 105동 1,2층 102호","682,000,000","305,536,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32224(7),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 105동 1,2층 103호","682,000,000","305,536,000",예정,0,0%,2026-04-16,2026_2Q
광주 6계 2025-32246,단독주택,광주,남구,광주 남구 월산동 965-24,"234,425,080","164,098,000",진행,0,0%,2026-03-11,2026_1Q
광주 8계 2025-32249,아파트,광주,동구,광주 동구 금남로5가 154-1 금남로에이엠시티하이클래스 15층 1720호,"76,000,000","53,200,000",진행,0,0%,2026-03-12,2026_1Q
광주 5계 2025-32264,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 694-115 에드가 302동 2층 218호,"103,000,000","46,144,000",예정,0,0%,2026-04-15,2026_2Q
광주 7계 2025-32265,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 676-2 에이엠시티센트럴파크 13층 1305호,"130,000,000","91,000,000",예정,0,0%,2026-03-24,2026_1Q
광주 1계 2025-32271,아파트,광주,북구,광주 북구 용봉동 17-2 성산 1동 2층 206호,"175,000,000","78,400,000",낙찰,"101,190,000",57.8%,2026-02-11,2026_1Q
광주 2계 2025-32272,아파트,광주,남구,광주 남구 봉선동 988 라인하이츠 108동 10층 1107호,"290,000,000","162,400,000",낙찰,"203,900,000",70.3%,2026-01-08,2026_1Q
광주 4계 2025-32277,근린상가,광주,남구,광주 남구 행암동 574 1동 1층 101호,"352,000,000","80,741,000",예정,0,0%,2026-04-07,2026_2Q
광주 9계 2025-32280,아파트,광주,서구,광주 서구 풍암동 1130 금호타운 103동 5층 502호,"538,000,000","376,600,000",낙찰,"441,999,999",82.2%,2026-01-14,2026_1Q
광주 8계 2025-32292,아파트,광주,광산구,광주 광산구 장덕동 1686 광주수완지구대주피오레 101동 2층 203호,"501,000,000","350,700,000",진행,0,0%,2026-03-12,2026_1Q
광주 2계 2025-32304,오피스텔(주거),광주,동구,"광주 동구 수기동 68-1 ,61-1,61-2,68,68-4,71,73-14 금남로유탑유블레스원시티 26층 2617호","134,000,000","75,040,000",낙찰,"83,330,000",62.2%,2026-01-08,2026_1Q
광주 3계 2025-32306,오피스텔(주거),광주,동구,"광주 동구 수기동 68-1 ,61-1,61-2,68,68-4,71,73-14 금남로유탑유블레스원시티 18층 1812호","125,000,000","87,500,000",낙찰,"87,830,000",70.3%,2026-01-22,2026_1Q
광주 3계 2025-32315,근린상가,광주,북구,광주 북구 삼각동 835 일곡엘리체프라임 115동 지하1층 비102호,"424,000,000","151,962,000",예정,0,0%,2026-04-16,2026_2Q
광주 9계 2025-32319,오피스텔(주거),광주,서구,광주 서구 농성동 415-57 농성지오스테이션 4층 401호,"239,000,000","133,840,000",낙찰,"133,840,000",56.0%,2026-01-14,2026_1Q
광주 2계 2025-32323,다세대,광주,동구,광주 동구 지산동 460-4 토마토빌 3층 302호,"38,000,000","13,619,000",예정,0,0%,2026-04-02,2026_2Q
광주 5계 2025-32326(1),근린상가,광주,광산구,"광주 광산구 쌍암동 694-35 ,694-36,694-37,694-38,694-39 키넥스9시네마 1동 1층 107호","325,000,000","116,480,000",예상,0,0%,2026-04-15,2026_2Q
광주 5계 2025-32326(2),근린상가,광주,광산구,"광주 광산구 쌍암동 694-35 ,694-36,694-37,694-38,694-39 키넥스9시네마 1동 1층 108호","325,000,000","116,480,000",예상,0,0%,2026-04-15,2026_2Q
광주 10계 2025-32333,오피스텔(주거),광주,동구,"광주 동구 수기동 89 ,90-1 충장홀리어스주건축물 1동 7층 704호","135,000,000","60,480,000",예정,0,0%,2026-03-27,2026_1Q
광주 6계 2025-32344,단독주택,광주,남구,광주 남구 월산동 911-24,"382,800,160","267,961,000",취하,0,0%,2026-01-28,2026_1Q
광주 9계 2025-32351,답,광주,남구,광주 남구 대지동 748-20,"422,656,000","189,351,000",낙찰,"240,000,000",56.8%,2026-02-25,2026_1Q
광주 1계 2025-32355,전,광주,남구,광주 남구 신장동 513,"103,800,000","46,502,400",낙찰,"48,100,000",46.3%,2026-02-11,2026_1Q
광주 2계 2025-32356,아파트,광주,서구,광주 서구 치평동 1174-3 라인동산 104동 20층 2005호,"225,000,000","157,500,000",예정,0,0%,2026-04-02,2026_2Q
광주 8계 2025-32368,아파트,광주,서구,광주 서구 화정동 1612 유니버시아드힐스테이트 310동 3층 301호,"535,000,000","374,500,000",진행,0,0%,2026-03-12,2026_1Q
광주 9계 2025-32369,아파트,광주,광산구,광주 광산구 흑석동 811 수완센트럴시티서희스타힐스 105동 14층 1401호,"434,000,000","243,040,000",예정,0,0%,2026-04-08,2026_2Q
광주 5계 2025-32370,차량,광주,광산구,광주 광산구 산정동 156 여대주차장(062-953-8424)내보관,"24,000,000","16,800,000",낙찰,"18,419,000",76.7%,2026-01-21,2026_1Q
광주 3계 2025-32377,아파트,광주,북구,"광주 북구 두암동 947-1 ,947-2 부영맨션 105동 1층 109호","110,000,000","61,600,000",낙찰,"61,827,700",56.2%,2026-01-22,2026_1Q
광주 5계 2025-32381,아파트,광주,광산구,광주 광산구 쌍암동 661-8 첨단에이엠씨티3차 9층 909호,"109,000,000","39,066,000",예상,0,0%,2026-04-15,2026_2Q
광주 6계 2025-32382,단독주택,광주,광산구,광주 광산구 동호동 612,"55,298,840","55,298,840",신건,0,0%,2026-03-11,2026_1Q
광주 8계 2025-32388,아파트,광주,남구,"광주 남구 봉선동 23-3 ,23-7,24,24-6,30,141-1 무등파크 303동 5층 503호","200,000,000","200,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 3계 2025-32398,아파트,광주,서구,"광주 서구 치평동 1330 ,마륵동 802 갤러리303 106동 13층 1301호","845,000,000","591,500,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-32400,아파트,광주,서구,광주 서구 쌍촌동 96 광명하이츠타운 103동 18층 1805호,"326,000,000","182,560,000",낙찰,"208,999,900",64.1%,2026-01-13,2026_1Q
광주 10계 2025-32406,아파트,광주,광산구,광주 광산구 월계동 878-4 첨단에이엠-시티스카이하이2차 7층 702호,"74,000,000","33,152,000",예정,0,0%,2026-03-27,2026_1Q
광주 3계 2025-32408,아파트,광주,동구,광주 동구 계림동 1845 두산위브더파크 309동 12층 1203호,"546,000,000","382,200,000",낙찰,"478,999,000",87.7%,2026-01-22,2026_1Q
광주 6계 2025-32412,아파트,광주,동구,광주 동구 학동 750-1 삼익세라믹 5동 14층 1405호,"132,000,000","73,920,000",진행,0,0%,2026-03-11,2026_1Q
광주 3계 2025-32427,다세대,광주,북구,"광주 북구 오치동 957-5 ,957-6,957-27 3층 302호","67,000,000","46,900,000",낙찰,"50,590,900",75.5%,2026-01-22,2026_1Q
광주 6계 2025-32437,아파트,광주,북구,광주 북구 풍향동 808 교대금호어울림 103동 11층 1101호,"406,000,000","284,200,000",낙찰,"370,600,170",91.3%,2026-01-28,2026_1Q
광주 8계 2025-32439,아파트,광주,북구,"광주 북구 양산동 205-1 ,용두동 296-19 일신 102동 1층 105호","146,000,000","146,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 9계 2025-32440,근린상가,광주,남구,광주 남구 월산동 1016-6,"4,573,449,500","3,201,415,000",예정,0,0%,2026-04-08,2026_2Q
광주 8계 2025-32448,임야,광주,북구,광주 북구 문흥동 산72,"47,126,400","47,126,400",신건,0,0%,2026-03-12,2026_1Q
광주 1계 2025-32452,아파트,광주,광산구,광주 광산구 산월동 885-2 첨단3-1차호반리젠시빌 301동 7층 705호,"282,000,000","197,400,000",낙찰,"280,990,000",99.6%,2026-01-07,2026_1Q
광주 4계 2025-32455,임야,광주,광산구,광주 광산구 선암동 산33,"418,900,000","150,134,000",낙찰,"155,100,000",37.0%,2026-01-13,2026_1Q
광주 7계 2025-32459,아파트,광주,광산구,광주 광산구 수완동 913 광주수완코오롱하늘채 110동 2층 201호,"679,000,000","475,300,000",예정,0,0%,2026-03-24,2026_1Q
광주 9계 2025-32460,아파트,광주,광산구,광주 광산구 월계동 892-17 첨단에이엠시티스카이하이 7층 703호,"73,000,000","32,704,000",예정,0,0%,2026-04-08,2026_2Q
광주 5계 2025-32467,아파트,광주,북구,광주 북구 각화동 471 금호 5동 1층 102호,"79,000,000","44,240,000",낙찰,"53,030,000",67.1%,2026-01-21,2026_1Q
광주 6계 2025-32470,아파트,광주,동구,광주 동구 금남로5가 154-1 금남로에이엠시티하이클래스 15층 1717호,"76,000,000","53,200,000",낙찰,"53,200,000",70.0%,2026-01-28,2026_1Q
광주 7계 2025-32471,아파트,광주,북구,"광주 북구 용두동 330 ,308-5,309-3 양산타운 103동 2층 202호","138,000,000","96,600,000",낙찰,"131,999,900",95.7%,2026-02-13,2026_1Q
광주 8계 2025-32472,아파트,광주,서구,광주 서구 유촌동 871 상무버들마을2 주공 209동 10층 1002호,"144,000,000","144,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 11계 2025-32484,아파트,광주,광산구,광주 광산구 흑석동 503 수완3단지중흥에스-클래스 303동 13층 1302호,"446,000,000","312,200,000",예정,0,0%,2026-04-14,2026_2Q
광주 6계 2025-32492,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 201동 12층 1208호,"177,000,000","123,900,000",낙찰,"163,890,000",92.6%,2026-01-28,2026_1Q
광주 3계 2025-32494,점포,광주,광산구,광주 광산구 소촌동 529-68,"115,533,000","115,533,000",취하,0,0%,2026-02-02,2026_1Q
광주 2계 2025-32501,아파트,광주,광산구,"광주 광산구 월계동 757-3 ,757-4 첨단동부 103동 11층 1103호","327,000,000","228,900,000",낙찰,"277,700,000",84.9%,2026-01-08,2026_1Q
광주 3계 2025-32517(1),오피스텔,광주,서구,광주 서구 치평동 1203-1 중흥에스-클래스스카이31 7층 801호,"74,000,000","51,800,000",기각,0,0%,2026-01-22,2026_1Q
광주 3계 2025-32517(2),오피스텔(주거),광주,서구,광주 서구 치평동 1203-1 중흥에스-클래스스카이31 9층 1009호,"76,000,000","53,200,000",기각,0,0%,2026-01-22,2026_1Q
광주 3계 2025-32517(3),오피스텔(주거),광주,서구,광주 서구 치평동 1203-1 중흥에스-클래스스카이31 10층 1110호,"214,000,000","149,800,000",기각,0,0%,2026-01-22,2026_1Q
광주 3계 2025-32517(4),오피스텔(주거),광주,서구,광주 서구 치평동 1203-1 중흥에스-클래스스카이31 12층 1301호,"74,000,000","51,800,000",기각,0,0%,2026-01-22,2026_1Q
광주 3계 2025-32517(5),오피스텔,광주,서구,광주 서구 치평동 1203-1 중흥에스-클래스스카이31 13층 1407호,"76,000,000","53,200,000",기각,0,0%,2026-01-22,2026_1Q
광주 3계 2025-32517(6),오피스텔(주거),광주,서구,광주 서구 치평동 1203-1 중흥에스-클래스스카이31 18층 1920호,"80,000,000","56,000,000",기각,0,0%,2026-01-22,2026_1Q
광주 5계 2025-32520,근린상가,광주,남구,광주 남구 임암동 867 에스알타워 1층 107호,"437,000,000","156,621,000",예상,0,0%,2026-04-15,2026_2Q
광주 11계 2025-32530,아파트,광주,광산구,"광주 광산구 월계동 757-3 ,757-4 첨단동부 102동 1층 103호","313,000,000","219,100,000",예정,0,0%,2026-04-14,2026_2Q
광주 2계 2025-32532,아파트,광주,광산구,광주 광산구 월계동 756-2 신동아 104동 3층 302호,"337,000,000","150,976,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-32533,아파트,광주,광산구,광주 광산구 선암동 586 선운지구다사로움 107동 17층 1702호,"315,000,000","220,500,000",낙찰,"266,990,000",84.8%,2026-01-22,2026_1Q
광주 5계 2025-32536(1),근린상가,광주,서구,광주 서구 유촌동 868-1 3층 301호,"2,180,000,000","781,312,000",예상,0,0%,2026-04-15,2026_2Q
광주 5계 2025-32536(2),근린상가,광주,서구,광주 서구 유촌동 868-1 3층 302호,"75,000,000","26,880,000",예상,0,0%,2026-04-15,2026_2Q
광주 5계 2025-32536(3),근린상가,광주,서구,광주 서구 유촌동 868-1 4층 401호,"181,000,000","64,870,000",예상,0,0%,2026-04-15,2026_2Q
광주 5계 2025-32536(4),근린상가,광주,서구,광주 서구 유촌동 868-1 4층 402호,"250,000,000","89,600,000",예상,0,0%,2026-04-15,2026_2Q
광주 5계 2025-32536(5),근린상가,광주,서구,광주 서구 유촌동 868-1 4층 403호,"225,000,000","80,640,000",예상,0,0%,2026-04-15,2026_2Q
광주 2계 2025-32546,아파트,광주,광산구,"광주 광산구 소촌동 290-46 ,290-41 소촌2차모아드림타운 201동 12층 1207호","158,000,000","110,600,000",낙찰,"124,000,000",78.5%,2026-01-08,2026_1Q
광주 3계 2025-32547,근린상가,광주,동구,광주 동구 대의동 76-1,"5,015,800,080","5,015,800,080",유찰,0,0%,2026-01-22,2026_1Q
광주 7계 2025-32553(1),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 103동 1,2층 102호","664,000,000","371,840,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-32553(2),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 102동 1,2층 103호","664,000,000","371,840,000",예정,0,0%,2026-03-24,2026_1Q
광주 7계 2025-32553(3),연립,광주,서구,"광주 서구 매월동 355-6 풍암.매월라루체더테라스 104동 3,4층 302호","677,000,000","379,120,000",예정,0,0%,2026-03-24,2026_1Q
광주 9계 2025-32558,아파트,광주,북구,광주 북구 연제동 1116 골드클래스 103동 12층 1201호,"323,000,000","226,100,000",예정,0,0%,2026-04-08,2026_2Q
광주 11계 2025-32561,아파트,광주,남구,광주 남구 봉선동 128 봉선동삼익 202동 11층 1104호,"375,000,000","262,500,000",예정,0,0%,2026-04-14,2026_2Q
광주 4계 2025-32565,아파트형공장,광주,광산구,광주 광산구 오선동 270-106 지식산업센터KBI하남 3층 비-301호,"441,000,000","126,444,000",예정,0,0%,2026-04-07,2026_2Q
광주 9계 2025-32570(2),대지,광주,광산구,광주 광산구 임곡동 318,"142,614,000","99,830,000",유찰,0,0%,2026-01-14,2026_1Q
광주 2계 2025-32577,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 3층 312호,"175,000,000","78,400,000",예정,0,0%,2026-04-02,2026_2Q
광주 9계 2025-32589,아파트,광주,광산구,광주 광산구 신가동 1019-2 호반리젠시빌 104동 9층 901호,"250,000,000","175,000,000",예정,0,0%,2026-04-08,2026_2Q
광주 1계 2025-32598,대지,광주,광산구,광주 광산구 유계동 1055-1,"1,362,214,800","953,550,360",유찰,0,0%,2026-01-07,2026_1Q
광주 2계 2025-32599,아파트,광주,북구,광주 북구 신용동 737 광주첨단2지구사랑으로부영 104동 17층 1703호,"275,000,000","192,500,000",낙찰,"236,550,000",86.0%,2026-01-08,2026_1Q
광주 5계 2025-32602,오피스텔(주거),광주,남구,"광주 남구 주월동 957-1 ,957-30,957-31 주월동홀리어스 17층 1701호","250,000,000","89,600,000",예상,0,0%,2026-04-15,2026_2Q
광주 9계 2025-32606,다세대,광주,서구,광주 서구 쌍촌동 528-1 옐도라빌 B동 2층 206호,"65,000,000","45,500,000",예정,0,0%,2026-04-08,2026_2Q
광주 8계 2025-32617,아파트,광주,광산구,광주 광산구 운남동 781-1 운남8단지주공 810동 8층 805호,"148,000,000","148,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 12계 2025-32627,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 202동 9층 908호,"174,000,000","121,800,000",예상,0,0%,2026-04-17,2026_2Q
광주 2계 2025-32629,연립,광주,남구,"광주 남구 월산동 110-18 ,110-6 광전파크 5층 503호","158,000,000","88,480,000",낙찰,"93,333,000",59.1%,2026-02-19,2026_1Q
광주 2계 2025-32641,답,광주,광산구,광주 광산구 송산동 249-6,"118,000,000","82,600,000",예정,0,0%,2026-04-02,2026_2Q
광주 6계 2025-32646,아파트,광주,북구,광주 북구 연제동 31-1 새한 102동 19층 1904호,"108,000,000","108,000,000",신건,0,0%,2026-03-11,2026_1Q
광주 3계 2025-32655,아파트,광주,광산구,광주 광산구 쌍암동 676-3 첨단센트럴파크2차 201동 14층 1409호,"177,000,000","123,900,000",낙찰,"123,900,000",70.0%,2026-01-22,2026_1Q
광주 4계 2025-32656,아파트,광주,남구,광주 남구 주월동 383 스카이 1동 8층 812호,"155,000,000","69,440,000",낙찰,"75,201,510",48.5%,2026-01-13,2026_1Q
광주 6계 2025-32659,전,광주,동구,광주 동구 선교동 220,"106,272,000","38,089,000",진행,0,0%,2026-03-11,2026_1Q
광주 8계 2025-32662,아파트,광주,동구,광주 동구 금남로5가 154-1 금남로에이엠시티하이클래스 11층 1309호,"57,000,000","57,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 2계 2025-32668(1),오피스텔(주거),광주,동구,광주 동구 불로동 135 엘크루에스아이타워 14층 1414호,"151,000,000","84,560,000",낙찰,"84,600,000",56.0%,2026-02-19,2026_1Q
광주 2계 2025-32668(2),오피스텔,광주,동구,광주 동구 불로동 135 엘크루에스아이타워 14층 1415호,"151,000,000","67,648,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-32669(1),오피스텔(상가),광주,광산구,광주 광산구 우산동 1576-5 에드가리움 1층 101호,"542,000,000","379,400,000",유찰,0,0%,2026-01-22,2026_1Q
광주 3계 2025-32669(2),오피스텔(상가),광주,광산구,광주 광산구 우산동 1576-5 에드가리움 2층 201호,"222,000,000","155,400,000",유찰,0,0%,2026-01-22,2026_1Q
광주 5계 2025-32671,대지,광주,남구,광주 남구 백운동 35-4,"160,950,000","90,132,000",유찰,0,0%,2026-01-21,2026_1Q
광주 6계 2025-32672,아파트,광주,남구,광주 남구 진월동 281 새한 101동 3층 301호,"418,000,000","292,600,000",진행,0,0%,2026-03-11,2026_1Q
광주 8계 2025-32674,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 694-116 에드가303 2층 201호,"59,000,000","59,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 9계 2025-32680,아파트,광주,남구,광주 남구 주월동 81-2 해태 102동 8층 806호,"250,000,000","175,000,000",취하,0,0%,2026-01-14,2026_1Q
광주 8계 2025-32702,아파트,광주,광산구,광주 광산구 월곡동 614-1 한성 110동 1층 110호,"118,000,000","118,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 9계 2025-32703,대지,광주,남구,광주 남구 백운동 379-5,"474,300,000","265,608,000",예정,0,0%,2026-04-08,2026_2Q
광주 3계 2025-32707,아파트,광주,북구,광주 북구 용두동 1096 양산진아리채 103동 11층 1106호,"353,000,000","247,100,000",예정,0,0%,2026-04-16,2026_2Q
광주 2계 2025-32708,아파트,광주,광산구,광주 광산구 쌍암동 682-1 에이엠시티5차 11층 1112호,"87,000,000","60,900,000",낙찰,"61,560,000",70.8%,2026-01-08,2026_1Q
광주 6계 2025-32710,답,광주,북구,광주 북구 본촌동 746-12,"1,237,771,000","693,152,000",진행,0,0%,2026-03-11,2026_1Q
광주 11계 2025-32716,아파트,광주,광산구,광주 광산구 월계동 764-2 서라 108동 5층 501호,"174,000,000","139,200,000",예정,0,0%,2026-04-14,2026_2Q
광주 6계 2025-32720,오피스텔(주거),광주,광산구,광주 광산구 쌍암동 676-2 에이엠시티센트럴파크 11층 1101호,"130,000,000","91,000,000",진행,0,0%,2026-03-11,2026_1Q
광주 11계 2025-32725,중기,광주,광산구,광주 광산구 월전동 92-1 내 보관,"65,000,000","36,400,000",예정,0,0%,2026-04-14,2026_2Q
광주 12계 2025-32730,아파트,광주,광산구,광주 광산구 신가동 1048 신창6차호반베르디움 612동 4층 404호,"282,000,000","197,400,000",낙찰,"240,100,000",85.1%,2026-01-23,2026_1Q
광주 3계 2025-32731,아파트,광주,북구,광주 북구 각화동 471 금호 6동 7층 702호,"210,000,000","147,000,000",낙찰,"164,000,000",78.1%,2026-01-22,2026_1Q
광주 1계 2025-32745,연립,광주,남구,광주 남구 사동 135-2 양지바른 가동 3층 303호,"302,000,000","169,120,000",예정,0,0%,2026-04-01,2026_2Q
광주 4계 2025-32749,분뇨쓰레기처리시설,광주,북구,광주 북구 지야동 806-15 가동,"2,759,127,650","1,545,112,000",예정,0,0%,2026-04-07,2026_2Q
광주 7계 2025-32755,단독주택,광주,서구,광주 서구 화정동 746-15,"205,411,000","115,031,000",예정,0,0%,2026-03-24,2026_1Q
광주 12계 2025-32760,아파트,광주,남구,광주 남구 봉선동 470 삼익1차 105동 3층 301호,"374,000,000","261,800,000",예상,0,0%,2026-04-17,2026_2Q
광주 3계 2025-32762(2),주상복합(상가),광주,서구,광주 서구 화정동 1708 화정동도나우프리 1층 102호,"1,070,000,000","479,360,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32762(3),주상복합(상가),광주,서구,광주 서구 화정동 1708 화정동도나우프리 1층 103호,"610,000,000","273,280,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32762(5),주상복합(상가),광주,서구,광주 서구 화정동 1708 화정동도나우프리 1층 105호,"195,000,000","87,360,000",예정,0,0%,2026-04-16,2026_2Q
광주 4계 2025-32766(1),근린상가,광주,동구,"광주 동구 용산동 665 ,666 더시너지용산 3동 1층 119호","493,000,000","141,354,000",예정,0,0%,2026-04-07,2026_2Q
광주 4계 2025-32766(2),근린상가,광주,동구,"광주 동구 용산동 665 ,666 더시너지용산 3동 1층 120호","493,000,000","141,354,000",예정,0,0%,2026-04-07,2026_2Q
광주 7계 2025-32767,공장,광주,광산구,광주 광산구 신창동 1086-9,"2,784,509,900","1,559,326,000",예정,0,0%,2026-03-24,2026_1Q
광주 12계 2025-32774,아파트,광주,북구,광주 북구 양산동 804 마루힐센트럴파크 9층 905호,"130,000,000","91,000,000",예상,0,0%,2026-04-17,2026_2Q
광주 3계 2025-32777,근린상가,광주,남구,광주 남구 월산동 1015-15,"2,251,535,400","1,576,075,000",유찰,0,0%,2026-01-22,2026_1Q
광주 6계 2025-32779,근린상가,광주,서구,광주 서구 치평동 1326 세정아울렛 2층 262호,"854,000,000","478,240,000",진행,0,0%,2026-03-11,2026_1Q
광주 9계 2025-32782,답,광주,광산구,광주 광산구 송정동 904-7,"15,549,600","8,708,000",예정,0,0%,2026-04-08,2026_2Q
광주 4계 2025-32789,대지,광주,북구,광주 북구 풍향동 19-59,"104,920,000","58,756,000",예정,0,0%,2026-04-07,2026_2Q
광주 12계 2025-32805,아파트,광주,서구,광주 서구 치평동 1168 해광한신 103동 4층 406호,"207,000,000","144,900,000",예상,0,0%,2026-04-17,2026_2Q
광주 1계 2025-32806,아파트,광주,광산구,광주 광산구 신창동 1128-2 정원씨티캐슬 7층 702호,"135,000,000","75,600,000",예정,0,0%,2026-04-01,2026_2Q
광주 2계 2025-32808,아파트,광주,북구,광주 북구 문흥동 920 대주맨션 202동 14층 1406호,"106,000,000","47,488,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-32810,임야,광주,서구,광주 서구 금호동 산130-2,"962,115,000","431,028,000",예정,0,0%,2026-04-16,2026_2Q
광주 3계 2025-32826,아파트,광주,광산구,"광주 광산구 쌍암동 694-70 ,694-71,694-72 첨단도휘에드가2차 8층 801호","59,000,000","33,040,000",기각,0,0%,2026-03-05,2026_1Q
광주 8계 2025-32831,근린상가,광주,서구,광주 서구 치평동 1222-2 지구빌딩 5층 501호,"301,000,000","301,000,000",신건,0,0%,2026-03-12,2026_1Q
광주 2계 2025-32840,아파트,광주,광산구,광주 광산구 산월동 883-1 첨단3-5차호반리젠시빌 325동 14층 1404호,"288,000,000","288,000,000",유찰,0,0%,2026-01-08,2026_1Q
광주 3계 2025-32842,단독주택,광주,서구,광주 서구 화정동 831-15,"465,837,980","326,087,000",낙찰,"327,833,900",70.4%,2026-03-05,2026_1Q
광주 9계 2025-32844,오피스텔,광주,서구,광주 서구 쌍촌동 971-12 상무모아미래도레이크 8층 838호,"132,000,000","92,400,000",예정,0,0%,2026-04-08,2026_2Q
광주 4계 2025-32863,근린주택,광주,동구,"광주 동구 충장로5가 96-6 ,96-20","1,161,003,600","650,163,000",취하,0,0%,2026-01-20,2026_1Q
광주 5계 2025-32864,아파트,광주,남구,광주 남구 백운동 699 힐스테이트백운 102동 12층 1203호,"420,000,000","294,000,000",낙찰,"395,700,150",94.2%,2026-01-21,2026_1Q
광주 7계 2025-32866,근린상가,광주,광산구,"광주 광산구 월계동 889-2 엘,씨타워 5층 502호","304,000,000","304,000,000",변경,0,0%,2026-02-13,2026_1Q
광주 9계 2025-32868,아파트,광주,광산구,광주 광산구 장덕동 1693 성덕마을 대방노블랜드3차 302동 6층 601호,"865,000,000","605,500,000",예정,0,0%,2026-04-08,2026_2Q
광주 1계 2025-32875,근린상가,광주,광산구,광주 광산구 수완동 727 가동 3층 301호,"454,000,000","317,800,000",낙찰,"333,333,000",73.4%,2026-02-11,2026_1Q
광주 7계 2025-32882,아파트,광주,광산구,광주 광산구 선암동 549 광주선운지구이지더원3단지 307동 11층 1101호,"349,000,000","244,300,000",낙찰,"334,408,289",95.8%,2026-02-13,2026_1Q
광주 10계 2025-32884,아파트,광주,북구,광주 북구 양산동 943 올리브 6층 601호,"204,000,000","142,800,000",예정,0,0%,2026-03-27,2026_1Q
광주 2계 2025-32889,아파트,광주,서구,광주 서구 치평동 1218 상무리채1 7층 728호,"67,000,000","37,520,000",예정,0,0%,2026-04-02,2026_2Q
광주 3계 2025-32891,근린상가,광주,서구,광주 서구 치평동 1222-2 7층 701호,"263,000,000","117,824,000",예정,0,0%,2026-04-16,2026_2Q
광주 6계 2025-32894,단독주택,광주,서구,광주 서구 용두동 594,"269,054,100","188,338,000",진행,0,0%,2026-03-11,2026_1Q
광주 7계 2025-32895,근린상가,광주,서구,광주 서구 치평동 1222-2 지구빌딩 6층 601호,"442,000,000","247,520,000",예정,0,0%,2026-03-24,2026_1Q
광주 9계 2025-32896,아파트,광주,광산구,광주 광산구 쌍암동 661-8 첨단에이엠씨티3차 6층 602호,"69,000,000","48,300,000",낙찰,"48,300,000",70.0%,2026-02-25,2026_1Q
광주 2계 2025-32903,답,광주,남구,광주 남구 임암동 456,"196,270,000","109,912,000",예정,0,0%,2026-04-02,2026_2Q
광주 7계 2025-32910,아파트,광주,광산구,"광주 광산구 장덕동 1593 ,1594 광주수완현진에버빌2단지 211동 3층 303호","396,000,000","277,200,000",낙찰,"378,900,000",95.7%,2026-02-13,2026_1Q
광주 2계 2025-32915,아파트,광주,북구,광주 북구 양산동 930 지에스그린자이2차 206동 23층 2303호,"331,000,000","231,700,000",낙찰,"289,999,990",87.6%,2026-02-19,2026_1Q
